generation,8,,,,,,
number,5,,,,,,
,,,,,,,
,Column Labels,,,,,,
,Total Sum of hp,Total Sum of total,Total Sum of attack,Total Sum of defense,Total Sum of sp_attack,Total Sum of sp_defense,Total Sum of speed
Pokemon,,,,,,,
Grand Total,,,,,,,
